title,authors,affiliations,citedby,publisher,Year
Incidence of recurrent ischemic stroke and its associated factors in a tertiary care center in Thailand: a retrospective cohort study,Taweephol T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
"Bacterial community diversity, abundance, and composition of rearing water and red tilapia gills from open river cages and earthen ponds in Central Thailand",Dayrit G.B.,University of the Philippines Manila (Philippines); Chulalongkorn University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2024
Root resorption in clear aligner treatment detected by CBCT: a Systematic review and Meta-analysis,Butsabul P.,Chulalongkorn University (Thailand),0,Elsevier Inc.,2024
Erythromycin mediates co-flocculation between cyanobacterium Synechocystis sp. PCC 6803 and filamentous fungi in liquid cultivation without organic compounds,Pichaiyotinkul P.,Chulalongkorn University (Thailand),1,Nature Research,2024
Quality control in SARS-CoV-2 RBD-Fc vaccine production using LC–MS to confirm strain selection and detect contaminations from other strains,Suwanchaikasem P.,Ltd. (Thailand),0,Nature Research,2024
Genetic polymorphisms and clinical parameters associated with renal toxicity in Thai hematologic malignancy patients receiving high dose methotrexate,Pitakkitnukun P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",2,Nature Research,2024
Anti-Plasmodium vivax merozoite surface protein 3 ϒ (PvMSP3 ϒ) antibodies upon natural infection,Kuamsab N.,"Tokai University School of Medicine (Japan); Faculty of Medicine, Chulalongkorn University (Thailand); Southern College of Technology (Thailand)",1,Nature Research,2024
Comprehensive genome assembly reveals genetic diversity and carcass consumption insights in critically endangered Asian king vultures,Buthasane W.,Chulalongkorn University (Thailand),1,Nature Research,2024
Influence of pharmacogenomic polymorphisms on allopurinol-induced cutaneous adverse drug reactions in Thai patients,Sornsamdang G.,"Ramathibodi Hospital (Thailand); Faculty of Medicine Ramathibodi Hospital, Mahidol University (Thailand)",0,BioMed Central Ltd,2024
Anti-inflammatory effect of curcuminoids and their analogs in hyperosmotic human corneal limbus epithelial cells,Kasetsuwan N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
Diverse effects of a Cyperus rotundus extract on glucose uptake in myotubes and adipocytes and its suppression on adipocyte maturation,Pichetkun V.,Chulalongkorn University (Thailand),0,Nature Research,2024
Enhancing lung cancer diagnosis with data fusion and mobile edge computing using DenseNet and CNN,Zhang C.,Hainan Vocational University of Science and Technology (China),1,Springer Science and Business Media Deutschland GmbH,2024
De novo reconstruction of a functional in vivo-like equine endometrium using collagen-based tissue engineering,Santiviparat S.,Chulalongkorn University (Thailand),0,Nature Research,2024
Multilevel design and construction in nanomembrane rolling for three-dimensional angle-sensitive photodetection,Zhang Z.,Fudan University (China),2,Nature Research,2024
M1 macrophages polarized by crude polysaccharides isolated from Auricularia polytricha exhibit anti-tumor effect on human breast cancer cells,Nilkhet S.,Chulalongkorn University (Thailand),1,Nature Research,2024
EZH2 as a major histone methyltransferase in PDGF-BB-activated orbital fibroblast in the pathogenesis of Graves’ ophthalmopathy,Visamol S.,Chulalongkorn University (Thailand),0,Nature Research,2024
The high FKBP1A expression in WBCs as a potential screening biomarker for pancreatic cancer,Watcharanurak P.,Prince of Songkla University (Thailand),1,Nature Research,2024
The plasma kynurenine-to-tryptophan ratio as a biomarker of tuberculosis disease in people living with HIV on antiretroviral therapy: an exploratory nested case–control study,Gatechompol S.,"Amsterdam Institute for Global Health and Development (Netherlands); The HIV Netherlands Australia Thailand Research Collaboration (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,BioMed Central Ltd,2024
Neuroprotective mechanisms of luteolin in glutamate-induced oxidative stress and autophagy-mediated neuronal cell death,Vongthip W.,College of Veterinary Medicine (South Korea); Chulalongkorn University (Thailand),5,Nature Research,2024
5-Methylcytosine immunohistochemistry for predicting cutaneous melanoma prognosis,Meevassana J.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2024
"In major dysmood disorder, physiosomatic, chronic fatigue and fibromyalgia symptoms are driven by immune activation and increased immune-associated neurotoxicity",Maes M.,"Chinese Academy of Medical Sciences &amp; Peking Union Medical College (China); Medical University of Plovdiv (Bulgaria); University of Electronic Science and Technology of China (China); Faculty of Medicine, Chulalongkorn University (Thailand); Kyung Hee University (South Korea)",0,Nature Research,2024
Different outcomes between downward and lateral peritoneal dialysis catheter exit-site directions,Treamtrakanpon W.,Chaophraya Abhaibhubejhr Hospital (Thailand),0,BioMed Central Ltd,2024
Moderate- to vigorous-intensity physical activities for hemophilia A patients during low-dose pharmacokinetic-guided extended half-life factor VIII prophylaxis,Srichumpuang C.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
Efficacy and mechanisms of cannabis oil for alleviating side effects of breast cancer chemotherapy (CBC2): protocol for randomized controlled trial,Thu M.S.,"University of Liverpool (United Kingdom); Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
Human dental pulp stem cells derived extracellular matrix promotes mineralization via Hippo and Wnt pathways,Kornsuthisopon C.,Chulalongkorn University (Thailand),3,Nature Research,2024
Attitude and performance in controlling dust particles from dental prosthesis and appliance adjustment: a survey of dentists and dental assistants,Limpuangthip N.,Chulalongkorn University (Thailand),0,Springer Nature,2024
Oral health-related quality of life and reasons for discontinuing partial removable dental prosthesis usage: a cross-sectional study with one to seven years of follow-up,Techapiroontong S.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
Anti-proliferative and apoptotic effect of cannabinoids on human pancreatic ductal adenocarcinoma xenograft in BALB/c nude mice model,Le T.Q.,Can Tho University (Viet Nam); Chulalongkorn University (Thailand),1,Nature Research,2024
"Correction to: SDF-1 involvement in orthodontic tooth movement after tooth extraction (Scientific Reports, (2024), 14, 1, (5048), 10.1038/s41598-024-55632-2)",Rintanalert D.,Graduate School of Medical and Dental Sciences (Japan); Chulalongkorn University (Thailand),0,Nature Research,2024
Impact of LKB1 status on radiation outcome in patients with stage III non-small-cell lung cancer,Sitthideatphaiboon P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
GDF-15: a novel biomarker of heart failure predicts short-term and long-term heart-failure rehospitalization and short-term mortality in patients with acute heart failure syndrome,Kosum P.,"Naresuan University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,BioMed Central Ltd,2024
Titanate-based high-entropy perovskite oxides relaxor ferroelectrics,Bunpang K.,Chulalongkorn University (Thailand),3,Nature Research,2024
Anticoagulant rodenticide poisoning in farmed Patagonian mara (Dolichotis patagonum),Chansiripornchai P.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
Ammonia is associated with liver-related complications and predicts mortality in acute-on-chronic liver failure patients,Thanapirom K.,"Chulalongkorn University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2024
Interkingdom interactions shape the fungal microbiome of mosquitoes,Hegde S.,Keele University (United Kingdom); Liverpool School of Tropical Medicine (United Kingdom),0,BioMed Central Ltd,2024
Assessing the feasibility of free DNA for disaster victim identification and forensic applications,Worrapitirungsi W.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2024
Regional lymph node evaluation in pediatric conventional melanoma subtype: a single-center 10-year review,Sutthatarn P.,"St. Jude Children's Research Hospital (United States); Faculty of Medicine, Chulalongkorn University (Thailand)",2,Springer Science and Business Media Deutschland GmbH,2024
Cross-cultural adaptation and psychometric properties of the Thai version of the patient-reported outcomes measurement information system short form– depression 8a in individuals with chronic low back pain,Sansatan R.,Chulalongkorn University (Thailand),1,Springer Science and Business Media Deutschland GmbH,2024
Simulating 2-D magnetotelluric responses using vector-quantized temporal associative memory artificial neural network-based approaches,Mukwachi P.,"Faculty of Science, Khon Kaen University (Thailand)",0,Springer Science and Business Media Deutschland GmbH,2024
Occurrence and mechanisms of tigecycline resistance in carbapenem- and colistin-resistant Klebsiella pneumoniae in Thailand,Chirabhundhu N.,Mahidol University (Thailand),8,Nature Research,2024
Transcriptomic screening of novel targets of sericin in human hepatocellular carcinoma cells,Jantaravinid J.,Chulalongkorn University (Thailand),1,Nature Research,2024
Hand knob sign in osmotic demyelinating syndrome,Siranart N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
Combined clinical variable and radiomics of post-treatment total body scan for prediction of successful I-131 ablation in low-risk papillary thyroid carcinoma patients,Chantadisai M.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2024
SDF-1 involvement in orthodontic tooth movement after tooth extraction,Rintanalert D.,Graduate School of Medical and Dental Sciences (Japan); Chulalongkorn University (Thailand),0,Nature Research,2024
Impact and policy supporting Thailand innovation driven enterprise: orchestrating university innovation and entrepreneurship ecosystem with public and private stakeholders,Thawesaengskulthai N.,Chulalongkorn University (Thailand),3,Springer Science and Business Media Deutschland GmbH,2024
"Anaerobic flora, Selenomonas ruminis sp. nov., and the bacteriocinogenic Ligilactobacillus salivarius strain MP3 from crossbred-lactating goats",Poothong S.,Chulalongkorn University (Thailand),1,Nature Research,2024
Pro-environmental behavior regarding single-use plastics reduction in urban–rural communities of Thailand: Implication for public policy,Oludoye O.O.,Chulalongkorn University (Thailand); Teesside University (United Kingdom),0,Nature Research,2024
"First detection and genetic characterization of canine bufavirus in domestic dogs, Thailand",Charoenkul K.,Chulalongkorn University (Thailand),3,Nature Research,2024
Metal-insulator transition effect on Graphene/VO2 heterostructure via temperature-dependent Raman spectroscopy and resistivity measurement,Lerttraikul K.,Chulalongkorn University (Thailand),0,Nature Research,2024
A novel neural network-based framework to estimate oil and gas pipelines life with missing input parameters,Shaik N.B.,Chulalongkorn University (Thailand),12,Nature Research,2024
Metabarcoding study to reveal the structural community of strongylid nematodes in domesticated horses in Thailand,Hamad M.H.,Faculty of Veterinary Medicine (Egypt); Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
"Network analysis-guided drug repurposing strategies targeting LPAR receptor in the interplay of COVID, Alzheimer’s, and diabetes",Malar D.S.,Chulalongkorn University (Thailand),1,Nature Research,2024
Optimizing protein delivery rate from silk fibroin hydrogel using silk fibroin-mimetic peptides conjugation,Promsuk J.,Chulalongkorn University (Thailand),0,Nature Research,2024
A resource database for protein kinase substrate sequence-preference motifs based on large-scale mass spectrometry data,Poll B.G.,"National Heart, Lung, and Blood Institute (NHLBI) (United States)",3,BioMed Central Ltd,2024
Effect of ionizing radiation on the mechanical properties of current fluoride-releasing materials,Sivavong P.,Chulalongkorn University (Thailand),0,Springer Nature,2024
Knowledge regarding human papillomavirus and cervical cancer prevention among medical students from Chulalongkorn University in Thailand,Sukrong M.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
Herbal-based therapeutics for diabetic patients with SARS-Cov-2 infection,Rasmi Y.,Urmia University of Medical Sciences (Iran),0,Springer Science and Business Media B.V.,2024
"Stress and strain relations of RC circular, square and rectangular columns externally wrapped with fiber ropes",Hussain Q.,Chulalongkorn University (Thailand),0,Nature Research,2024
"First molecular detection and genetic diversity of Hepatozoon sp. (Apicomplexa) and Brugia sp. (Nematoda) in a crocodile monitor in Nakhon Pathom, Thailand",Junsiri W.,Chulalongkorn University (Thailand),1,Nature Research,2024
FMO-guided design of darunavir analogs as HIV-1 protease inhibitors,Chuntakaruk H.,Chulalongkorn University (Thailand),4,Nature Research,2024
Clinical and genetic characterization of 47 Chinese pediatric patients with Pitt–Hopkins syndrome: a retrospective study,Zhao T.,Shanghai Jiao Tong University School of Medicine (China),1,BioMed Central Ltd,2024
Full-length 16S rDNA sequencing based on Oxford Nanopore Technologies revealed the association between gut-pharyngeal microbiota and tuberculosis in cynomolgus macaques,Sawaswong V.,"Faculty of Science, Mahidol University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2024
Toll-like receptor and C-type lectin receptor agonists attenuate osteogenic differentiation in human dental pulp stem cells,Bulanawichit W.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
The mediating effect of sleep disturbance on the association between hypertension and depression: a national data analysis,Latief K.,Universitas Indonesia (Indonesia); Taipei Medical University (Taiwan),0,BioMed Central Ltd,2024
Minimum dietary diversity and associated determinants among children aged 6–23 months in Pakistan,Kumar R.,Chulalongkorn University (Thailand),0,Nature Research,2024
Phase II prefusion non-stabilised Covid-19 mRNA vaccine randomised study,Puthanakit T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2024
Exploring the apoptotic effects of sericin on HCT116 cells through comprehensive nanostring transcriptomics and proteomics analysis,Ratanabunyong S.,Chulalongkorn University (Thailand),2,Nature Research,2024
Black–Litterman Portfolio Management Using the Investor’s Views Generated by Recurrent Neural Networks and Support Vector Regression,Punyaleadtip K.,Chulalongkorn University (Thailand),2,With intelligence,2024
Next generation phenotyping for diagnosis and phenotype–genotype correlations in Kabuki syndrome,Hennocq Q.,l'Institut des Maladies Génétiques Imagine (France); Université Paris Cité (France); Hôpital Necker Enfants Malades (France); Centre de Référence des Malformations Rares de la Face et de la Cavité Buccale MAFACE (France),2,Nature Research,2024
Unraveling metagenomics through long-read sequencing: a comprehensive review,Kim C.,Chulalongkorn University (Thailand),14,BioMed Central Ltd,2024
Comprehensive analysis of miRNA profiling in Schistosoma mekongi across life cycle stages,Sivapornnukul P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
Identifying barriers and strategies for achieving competency in removable prosthodontics in undergraduate dental students: a mixed-method study,Mongkolrattanasit W.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
"Global species delimitation of the cosmopolitan marine littoral earthworm Pontodrilus litoralis (Grube, 1855)",Seesamut T.,Rangsit University (Thailand),0,Nature Research,2024
An unusual diarrheal outbreak in the community in Eastern Thailand caused by Norovirus GII.3[P25],Udompat P.,Phrapokklao Hospital (Thailand),1,BioMed Central Ltd,2024
Production of Cement mortars from glass powder and municipal incinerated bottom ash,Kumpueng P.,Chulalongkorn University (Thailand),0,Nature Research,2024
The adc1 knockout with proC overexpression in Synechocystis sp. PCC 6803 induces a diversion of acetyl-CoA to produce more polyhydroxybutyrate,Utharn S.,Chulalongkorn University (Thailand),1,BioMed Central Ltd,2024
Value relevance of multifaceted corporate social performance: how do country-specific factors matter?,Jitmaneeroj B.,Chulalongkorn Business School (Thailand),0,Springer Nature,2024
Advancing tuberculosis diagnosis and management in cynomolgus macaques using Xpert MTB/RIF ultra assay,Srilohasin P.,Siriraj Hospital (Thailand); Siriraj Foundation (Thailand),0,Nature Research,2024
Topical and subconjunctival anesthesia versus topical anesthesia alone in patients with senile cataracts undergoing phacoemulsification: a double-blind randomized controlled trial,Wutthayakorn W.,Sawanpracharak Hospital (Thailand),0,BioMed Central Ltd,2024
Novel three-dimensional printed continuous Zylon yarn reinforced polylactic acid composites utilizing compatible sizing,Kungsadalpipob P.,Chulalongkorn University (Thailand); NC State University (United States),1,Springer Science and Business Media Deutschland GmbH,2024
Diffusion probabilistic models enhance variational autoencoder for crystal structure generative modeling,Pakornchote T.,Chulalongkorn University (Thailand),3,Nature Research,2024
Association of fine particulate matter (PM<inf>2.5</inf>) exposure and chronic kidney disease outcomes: a systematic review and meta-analysis,Wathanavasin W.,Charoenkrung Pracharak Hospital (Thailand),5,Nature Research,2024
"Genomic epidemiology and evolutionary analysis during XBB.1.16-predominant periods of SARS-CoV-2 omicron variant in Bangkok, Thailand: December 2022–August 2023",Puenpa J.,"Faculty of Medicine, Chulalongkorn University (Thailand)",3,Nature Research,2024
The impact of home-based management of malaria on clinical outcomes in sub-Saharan African populations: a systematic review and meta-analysis,Kua K.P.,Department of Civil &amp; Environmental Engineering (United States); Massachusetts Institute of Technology (United States); Kementerian Kesihatan Malaysia (Malaysia); A.S. Watson Group (Malaysia),1,BioMed Central Ltd,2024
Modified silica-based double-layered hydrophobic-coated stainless steel mesh and its application for oil/seawater separation,Deachophon A.,Chulalongkorn University (Thailand),0,Nature Research,2024
Antibody persistence of standard versus double three-dose hepatitis B vaccine in liver transplant children: a randomized controlled trial,Sintusek P.,King Chulalongkorn Memorial Hospital (Thailand),1,Nature Research,2024
Reliability of predicting low-burden (≤ 2) positive axillary lymph nodes indicating sentinel lymph node biopsy in primary operable breast cancer — a retrospective comparative study with PET/CT and breast MRI,Sae-lim C.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,BioMed Central Ltd,2024
"Self-reported oral health-related quality of life and caries experiences of 5-year-old children in Mandalay, Myanmar",Min S.N.,Chulalongkorn University (Thailand),1,BioMed Central Ltd,2024
In vitro remineralization of adjacent interproximal enamel carious lesions in primary molars using a bioactive bulk-fill composite,Phyo W.M.,Chulalongkorn University (Thailand),1,BioMed Central Ltd,2024
Distinct alterations of gut microbiota between viral- and non-viral-related hepatocellular carcinoma,Jinato T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",8,Springer Science and Business Media Deutschland GmbH,2024
Reversible severe pulmonary hypertension related to scurvy in children,Satawiriya M.,"Faculty of Medicine Ramathibodi Hospital, Mahidol University (Thailand)",2,BioMed Central Ltd,2024
"Carrier frequency estimation of pathogenic variants of autosomal recessive and X-linked recessive mendelian disorders using exome sequencing data in 1,642 Thais",Chetruengchai W.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
Post retention strength of apical and conventional coating obturation methods using bioceramic sealer: a laboratory investigation,Chanapairin B.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
The effect of green supply chain management practices on performances of herb manufacturers in Thailand,Aunyawong W.,Suan Sunandha Rajabhat University (Thailand),2,Growing Science,2024
Factors affecting cadmium toxicity to rice germinated in soils collected from downstream areas of abandoned zinc mines,Chanpiwat P.,Chulalongkorn University (Thailand),0,GJESM Publication,2024
The influence of mild air conditions on the chemical properties and pyrolysis behavior of empty fruit brunches during torrefaction,Jadsadajerm S.,King Mongkut's University of Technology North Bangkok (Thailand),3,Springer Science and Business Media Deutschland GmbH,2024
HIGHER EDUCATION IN THAILAND,Crocco O.S.,Louisiana State University (United States),0,Emerald Publishing,2024
Bacterial Cellulose/Polyelectrolyte Complex Hydrogel Separator with Thermal and Dimensional Stabilities for Dendrite Suppression in Zinc Ion Battery,Sungoradee T.,Chulalongkorn University (Thailand),0,American Chemical Society,2024
Transparency and budget savings in public procurement: evidence from Thailand’s Infrastructure Transparency Initiative (CoST),Saelawong T.,Thailand Development Research Institute (Thailand),0,Emerald Publishing,2024
"Description of a new species of the Genus Atree Ranjith, Van Achterberg &amp; Priyadarsanan (Hymenoptera: Braconidae) from India",Pandey V.P.,Forest Research Institute Dehradun (India),0,Magnolia Press,2024
"Green Synthesis of TiO<inf>2</inf> NPs Using Agave americana Leaves: Antioxidant, Cytotoxicity, and Photocatalytic Activity",Younas M.U.,University of Education (Pakistan),0,John Wiley and Sons Inc,2024
A cross-national perspective of prejudice-based cyberbullying and cybervictimisation,Dinić B.M.,University of Novi Sad (Serbia),0,Taylor and Francis,2024
Influence of silane-modified palm oil as a green processing oil in silica-reinforced SBR/BR compounds for tire tread applications,Hayichelaeh C.,Chulalongkorn University (Thailand),0,Korean Society of Industrial Engineering Chemistry,2024
Insights into Target Gas-Oxygen Interactions in Highly Sensitive Gas Sensors Using Data-Driven Methods,Kim K.,Nagoya University (Japan),0,American Chemical Society,2024
Exploring the Correlation between Emojis and Mood Expression in Thai Twitter Discourse,Rutherford A.,Chulalongkorn University (Thailand),0,Association for Computing Machinery,2024
Triphenylamine-based dicyano fluorophore for the selective detection of hydrazine vapor using cellulose acetate nanofibrous sheet,Choemvarasat B.,King Mongkut's University of Technology Thonburi (Thailand),0,Royal Society of Chemistry,2024
Unraveling changes in deltas: Exploring drivers and consequences through the lens of the IPBES conceptual framework,Nantavisai M.,Graduate School of Agricultural and Life Sciences The University of Tokyo (Japan); Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
"Electrochemical Deterioration of a Gold Thin Film in Bicarbonate Solution: Correlative Optical, Nano-Mechanical, and Chemical Considerations",Lapawae K.,Thailand National Nanotechnology Center (Thailand),0,American Chemical Society,2024
Citizen-Based Water Quality Monitoring: Field Testing a User-Friendly Sensor for Phosphate Detection in Global Surface Waters,Aryal P.,Colorado State University (United States),0,American Chemical Society,2024
"Photo- and Thermo-Chemical Properties and Biological Activities of Saclipins, UV-Absorbing Compounds Derived from the Cyanobacterium Aphanothece sacrum",Uchida Y.,Meijo University (Japan),1,American Chemical Society,2024
Can knowledgeable experts assess costs and outcomes as if they were ignorant? An experiment within precision medicine evaluation,Dulsamphan T.,Thailand Ministry of Public Health (Thailand),0,Cambridge University Press,2024
Superconductivity and strain-enhanced phase stability of Janus tungsten chalcogenide hydride monolayers,Seeyangnok J.,Chulalongkorn University (Thailand); The University of Edinburgh (United Kingdom),0,American Physical Society,2024
Fixed point and periodic cycle of the sequence arises from the number of factors,Jaitrakoon T.,Chulalongkorn University (Thailand),0,American Institute of Physics,2024
"Complete solution of ⌊ x ⌋lfloor; X <sup>2</sup>⌋ - C = 0, x <sup>3</sup>- C ⌊ x ⌋ = 0 and their related problems",Laoharenoo A.,Kamnoetvidya Science Academy (Thailand),0,American Institute of Physics,2024
Accuracy of repaired maxillary dentures from two different repairing techniques: In vitro study,Mohamed S.Z.,Faculty of Dentistry (Egypt); Zarqa University (Jordan),0,Elsevier Ltd,2024
"Seroprevalence of antibodies against diphtheria, tetanus, and pertussis across various age groups during the post-COVID-19 pandemic period in Chonburi Province, Thailand",Wanlapakorn N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Elsevier Ltd,2024
Evaluating the influence of characteristics on the acceptance of artificial intelligence application: An empirical study,Ruangkanjanases A.,Chulalongkorn Business School (Thailand),0,Elsevier Ltd,2024
Discrepancy in oil displacement mechanisms at equivalent interfacial tensions: Differentiating contributions from surfactant and nanoparticles on interfacial activities,Tangparitkul S.,Chiang Mai University (Thailand),0,Elsevier B.V.,2024
A photoelectrochemical-thermoelectric device for semi-artificial CO<inf>2</inf> fixation employing full solar spectrum utilization,Cobb S.J.,Faculty of Science and Engineering (United Kingdom); University of Cambridge (United Kingdom),1,Cell Press,2024
Castable refractory materials from magnesium oxychloride cement-bonded cordierite-mullite,Klunghirun W.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Prevalence of hepatitis A and E viruses in wastewater in Asian countries,Raya S.,University of Yamanashi (Japan),0,Elsevier B.V.,2024
Nonlinear instability and solitons in a self-gravitating fluid,Koutsokostas G.N.,National and Kapodistrian University of Athens (Greece),0,John Wiley and Sons Ltd,2024
De-Passivation and Surface Crystal Plane Reconstruction via Chemical Polishing for Highly Reversible Zinc Anodes,Cao J.,Yanshan University (China); China Three Gorges University (China),2,John Wiley and Sons Inc,2024
"Assessment of annual effective doses from indoor radon and thoron in Doi Lo, Chiang Mai, Thailand",Thumvijit T.,Chiang Mai University (Thailand),0,No Publisher,2024
Leveraging event portfolios for strategic business development: a case study of Singapore Changi Airport,Chutiphongdech T.,Chulalongkorn University (Thailand),0,Emerald Publishing,2024
Search for Soft Unclustered Energy Patterns in Proton-Proton Collisions at 13 TeV,Hayrapetyan A.,Yerevan Physics Institute (Armenia),0,No Publisher,2024
Nanoporous Membranes from Bacterial Cellulose Derivatives for Water Treatment,Boonyaporn W.,Chulalongkorn University (Thailand),0,American Chemical Society,2024
Optimizing mechanical properties of one-part alkali-activated mortar with recycled plastic and graphene nanoplatelets using response surface methodology,Haruna S.,Chulalongkorn University (Thailand),1,Elsevier Ltd,2024
Identification of pancreatin inhibitors from Thai medicinal Piper plants for antidiabetic and anti-obesity activities using high-performance thin-layer chromatography-bioautographic assay,Mingmuang J.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
The engineering of CO<inf>2</inf> hydrogenation catalysts for higher alcohol synthesis,Tan A.F.J.,University of Canterbury (New Zealand),0,Royal Society of Chemistry,2024
Synergistic effects of haematite/hausmannite anchored graphene hybrids in high-energy density asymmetric supercapacitors,Govindarajan D.,Chulalongkorn University (Thailand),1,Elsevier Ltd,2024
"Design, synthesis, and optimization of novel PD-L1 inhibitors and the identification of a highly potent and orally bioavailable PD-L1 inhibitor",Ruengsatra T.,Chulalongkorn University (Thailand),0,Elsevier Masson s.r.l.,2024
Oxidative stability of structurally varied amines for post-combustion CO<inf>2</inf> capture,Liu Q.,Hunan University (China),0,Elsevier Ltd,2024
"Exploring patients’ perspectives on healthcare service quality in outpatient settings at a public hospital in Palembang, Indonesia: A qualitative study",Noviyani A.,Universitas Sriwijaya (Indonesia); Chulalongkorn University (Thailand),0,Belitung Raya Publisher - Belitung Raya Foundation,2024
Smart Insole-Based Plantar Pressure Analysis for Healthy and Diabetic Feet Classification: Statistical vs. Machine Learning Approaches,Agrawal D.K.,Suranaree University of Technology (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Monitoring and Treatment of Paroxysmal Nocturnal Hemoglobinuria in Patients with Aplastic Anemia in Asia: An Expert Consensus,Wong R.S.M.,Chinese University of Hong Kong (Hong Kong),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Development of Antioxidant-Active Sericin–Curcumin-Loaded Sodium Alginate/Polyvinyl Alcohol Films Crosslinked with Calcium Chloride as a Promising Wound Dressing Application,Yamdech R.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
"Thai Guideline for Nuclear Medicine Investigations of Neurocognitive Disorders: Nuclear Medicine Society of Thailand, the Neurological Society of Thailand, and Thai Medical Physicist Society Collaboration",Kaewchur T.,"Faculty of Medicine, Chiang Mai University (Thailand)",0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Identity of traditional weaving: An exploration of consumer preferences and cultural significance,Inkuer A.,Suan Sunandha Rajabhat University (Thailand),0,Institute of Advanced Science Extension (IASE),2024
Decolorization of Remazol Brilliant Blue R with immobilized laccase from Megasporoporia sp. onto spent coffee ground biochar,Lestari I.P.,Chulalongkorn University (Thailand),0,"Khon Kaen University,Research and Technology Transfer Affairs Division",2024
Triple-Gene Overexpression of the AcrA-AcrB-TolC Transporter System in Synechocystis sp. PCC 6803 Contributes to a Higher Secretion of Free Fatty Acids in Response to Nitrogen Shortage and Salt Stress,Eungrasamee K.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
"Forty-Five Years of Caterpillar Rearing in Area de Conservación Guanacaste (ACG) Northwestern Costa Rica: DNA Barcodes, BINs, and a First Description of Plant–Caterpillar–Ichneumonoid Interactions Detected",Quicke D.L.J.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Effect of Subconjunctival Injection of Canine Adipose-Derived Mesenchymal Stem Cells on Canine Spontaneous Corneal Epithelial Defects,Kengkla P.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Interaction Between PNPLA3 and SIRT5 Genetic Variants in Association with Liver Fibrosis Severity in Patients with Metabolic Dysfunction-Associated Steatotic Liver Disease,Moonlisarn K.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Multidisciplinary Digital Publishing Institute (MDPI),2024
The Coexistence of Klebsiella pneumoniae and Candida albicans Enhanced Biofilm Thickness but Induced Less Severe Neutrophil Responses and Less Inflammation in Pneumonia Mice Than K. pneumoniae Alone,Phuengmaung P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Antioxidant Activity and Suppression of Intracellular Radical Generation of Streptomyces Strains and Genome Analysis of Strain ET3-23,Wai K.Z.,Chulalongkorn University (Thailand),0,"Faculty of Environment and Resource Studies,Mahidol University",2024
