title,authors,affiliations,citedby,publisher,Year
Development of four-bar polycentric knee joint with stance-phase knee flexion,Phoengsongkhro S.,Chulalongkorn University (Thailand),0,Nature Research,2023
Thrombopoietin-independent generation of platelet-like particles from megakaryoblastic cells,Nunthanasup N.,Chulalongkorn University (Thailand),0,Nature Research,2023
Boar Seminal Microbiota in Relation to Sperm Quality under Tropical Environments,Ngo C.B.,Chulalongkorn University (Thailand),3,Multidisciplinary Digital Publishing Institute (MDPI),2023
Machine learning models to predict end-stage kidney disease in chronic kidney disease stage 4,Takkavatakarn K.,"Icahn School of Medicine at Mount Sinai (United States); Faculty of Medicine, Chulalongkorn University (Thailand)",1,BioMed Central Ltd,2023
Estimating Ground Heat Flux from Net Radiation,Hsieh C.I.,National Taiwan University (Taiwan),0,Multidisciplinary Digital Publishing Institute (MDPI),2023
HLA-B*46:01:01:01 and HLA-DRB1*09:01:02:01 are associated with anti-rHuEPO-induced pure red cell aplasia,Suttichet T.B.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2023
Prevalence of hepatitis D virus infection among patients with chronic hepatitis B infection in a tertiary care centre in Thailand,Ananchuensook P.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",2,Nature Research,2023
Highly efficient ZnO/WO<inf>3</inf> nanocomposites towards photocatalytic gold recovery from industrial cyanide-based gold plating wastewater,Sangkhanak S.,Chulalongkorn University (Thailand); Mahidol University (Thailand),1,Nature Research,2023
"Upregulated LAMA3 modulates proliferation, adhesion, migration and epithelial‑to‑mesenchymal transition of cholangiocarcinoma cells",Islam K.,"Faculty of Science, Mahidol University (Thailand)",1,Nature Research,2023
CFD modeling and simulation of benzyl alcohol oxidation coupled with hydrogen production in a continuous-flow photoelectrochemical reactor,Hanamorn T.,Chulalongkorn University (Thailand),2,Nature Research,2023
"Efficacy of combined COVID-19 convalescent plasma with oral RNA-dependent RNA polymerase inhibitor treatment versus neutralizing monoclonal antibody therapy in COVID-19 outpatients: a multi-center, non-inferiority, open-label randomized controlled trial (PlasMab)",Siripongboonsitti T.,Chulabhorn Royal Academy (Thailand),4,American Society for Microbiology,2023
"Author Correction: Longitudinal study of disease severity and external factors in cognitive failure after COVID-19 among Indonesian population (Scientific Reports, (2023), 13, 1, (19405), 10.1038/s41598-023-46334-2)",Herman B.,Hasanuddin University (Indonesia); Chulalongkorn University (Thailand),0,Nature Research,2023
Serum proinsulin levels as peripheral blood biomarkers in patients with cognitive impairment,Saraya A.W.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",2,Nature Research,2023
The Persistence of Specific Immunoglobulin A Against SARS-CoV-2 in Human Milk After Maternal COVID-19 Vaccination,Suteerojntrakool O.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,Mary Ann Liebert Inc.,2023
Attitudes towards LGBTQ+ individuals among Thai medical students,Wiwattarangkul T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",6,Public Library of Science,2023
Systematic Review of Clinical Outcomes After Proximal Tibia Anterior Closing-Wedge Osteotomy With ACL Reconstruction,Itthipanichpong T.,Hospital for Special Surgery - New York (United States); King Chulalongkorn Memorial Hospital (Thailand),3,SAGE Publications Ltd,2023
Neuropsychiatric disturbances in mild cognitive impairment: A scientometric analysis,Amrapala A.,"Chulalongkorn University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",7,Elsevier Ireland Ltd,2023
Analyzing development finance flows in the Western Balkans’ energy sector: a 2008–2020 perspective,Causevic A.,Morningstar Sustainalytics (Sweden),1,BioMed Central Ltd,2023
Effects of prone positioning on ARDS outcomes of trauma and surgical patients: a systematic review and meta-analysis,Phoophiboon V.,"King Chulalongkorn Memorial Hospital (Thailand); St. Michael's Hospital, Toronto (Canada); Faculty of Medicine, Chulalongkorn University (Thailand)",2,BioMed Central Ltd,2023
The route to immersion: a conceptual framework for cross-disciplinary immersive theatre and experiences,Punpeng G.,Chulalongkorn University (Thailand),0,Springer Nature,2023
Factors influencing treatment outcomes assessed by the American Board of Orthodontics Objective Grading System (ABO-OGS),Kongboonvijit T.,Chulalongkorn University (Thailand),2,BioMed Central Ltd,2023
Circular Nanoplate on Elastic Nanolayer under Axisymmetric Loading and Surface Effects,Tirapat S.,Khon Kaen University (Thailand),3,World Scientific,2023
Synergistic impact of arbutin and kaempferol-7-O-α-l-rhamnopyranoside from Nephelium lappaceum L. on whitening efficacy and stability of cosmetic formulations,Siridechakorn I.,Chulalongkorn University (Thailand),1,Nature Research,2023
Mechanism of Synergistic Photoinactivation Utilizing Curcumin and Lauric Arginate Ethyl Ester against Escherichia coli and Listeria innocua,Ryu V.,USDA ARS Eastern Regional Research Center (United States),1,Multidisciplinary Digital Publishing Institute (MDPI),2023
Calf circumference as a screening tool for low skeletal muscle mass: Cut-off values in independent Thai older adults,Champaiboon J.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",3,BioMed Central Ltd,2023
"Genetic, metabolic and clinical delineation of an MRPS23-associated mitochondrial disorder",Ittiwut C.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2023
Lipopolysaccharide Impedes Bone Repair in FcγRIIB-Deficient Mice,Jantaboon S.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2023
Explainable Depression Detection Based on Facial Expression Using LSTM on Attentional Intermediate Feature Fusion with Label Smoothing,Mahayossanunt Y.,Chulalongkorn University (Thailand),3,Multidisciplinary Digital Publishing Institute (MDPI),2023
Machine learning models for predicting customer churn: a case study in a software-as-a-service inventory management company,Phumchusri N.,Chulalongkorn University (Thailand),1,Inderscience Publishers,2023
Progressive disseminated histoplasmosis: The experience in one non-endemic medical center,Li L.X.,Johns Hopkins University School of Medicine (United States),0,Oxford University Press,2023
Improvements in Mechanical and Shape-Memory Properties of Bio-Based Composite: Effects of Adding Carbon Fiber and Graphene Nanoparticles,Luengrojanakul P.,Chulalongkorn University (Thailand),2,Multidisciplinary Digital Publishing Institute (MDPI),2023
Hybrid immunity from SARS-CoV-2 infection and mRNA BNT162b2 vaccine among Thai school-aged children,Saraban K.,Queen Sirikit National Institute of Child Health (Thailand),1,Elsevier Ltd,2023
H4K20me3 upregulated by reactive oxygen species is associated with tumor progression and poor prognosis in patients with hepatocellular carcinoma,Phoyen S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",6,Elsevier Ltd,2023
Unveiling professional and personal preferences of early career dentists during first year of employment at the Thai dental public sector: a one-year cross-sectional study,Arunratanothai T.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2023
Mechanical and chemical surface treatment enhances bond strength between zirconia and orthodontic brackets: an in vitro study,Limpuangthip N.,Chulalongkorn University (Thailand),1,Springer Nature,2023
"Enhancing Phytochemical Compounds, Functional Properties, and Volatile Flavor Profiles of Pomelo (Citrus grandis (L.) Osbeck) Juices from Different Cultivars through Fermentation with Lacticaseibacillus paracasei",Balmori V.,Southern Leyte State University (Philippines); Chulalongkorn University (Thailand),2,Multidisciplinary Digital Publishing Institute (MDPI),2023
"Global COVID-19 vaccination in infants and children: Effectiveness, safety, and challenges",Jantarabenjakul W.,"Chulalongkorn University (Thailand); King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",3,Allergy and Immunology Society of Thailand,2023
Semisynthesis of 5-O-ester derivatives of renieramycin T and their cytotoxicity against non-small-cell lung cancer cell lines,Buaban K.,Chulalongkorn University (Thailand),0,Nature Research,2023
The knee kinematic patterns and associated factors in healthy Thai adults,Patathong T.,"Faculty of Medicine Ramathibodi Hospital, Mahidol University (Thailand)",0,BioMed Central Ltd,2023
Wetting state and mechanical property alteration for the Fe<inf>3</inf>Si films using rapid thermal annealing under various temperatures,Borwornpornmetee N.,King Mongkut's Institute of Technology Ladkrabang (Thailand),1,Elsevier Ltd,2023
Barriers experienced by community midwives to provide basic emergency obstetric and newborn care in rural Pakistan,Kumar R.,Health Services Academy Islamabad (Pakistan); Chulalongkorn University (Thailand),3,BioMed Central Ltd,2023
Reproducibility of Computerized Cephalometric Analysis Software Compared with Conventional Manual Tracing for Analyzing Skeletal Stability After Orthognathic Surgery,Thet P.H.,Chulalongkorn University (Thailand),1,Springer,2023
Laos’ Social Health Insurance (SHI) program’s impact on older people’s accessibility and financial security against catastrophic health expense,Bodhisane S.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2023
"Molecular epidemiology, clinical analysis, and genetic characterization of Zika virus infections in Thailand (2020–2023)",Khongwichit S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",3,Nature Research,2023
Synthesis of MWCNTs by chemical vapor deposition of methane using FeMo/MgO catalyst: role of hydrogen and kinetic study,Chotmunkhongsin C.,Chulalongkorn University (Thailand),5,Nature Research,2023
"Synergistic effect of arsenic removal from petroleum condensate via liquid-liquid extraction: Thermodynamics, kinetics, DFT and McCabe-Thiele method",Purktimatanont K.,Chulalongkorn University (Thailand),3,Elsevier Ltd,2023
Clinical characteristics and outcomes of an exogenous thyrotoxicosis epidemic in prison,Pattarawongpaiboon C.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BMJ Publishing Group,2023
Fabrication and biological properties of artificial tendon composite from medium chain length polyhydroxyalkanoate,Tawonsawatruk T.,"Faculty of Medicine Ramathibodi Hospital, Mahidol University (Thailand)",3,Nature Research,2023
Predictive Power of XGBoost_BiLSTM Model: A Machine-Learning Approach for Accurate Sleep Apnea Detection Using Electronic Health Data,Javeed A.,Blekinge Tekniska Högskola (Sweden); Karolinska Institutet (Sweden),7,Springer Science and Business Media B.V.,2023
"Corrigendum to “PmKuSPI is regulated by pmo-miR-bantam and contributes to hemocyte homeostasis and viral propagation in shrimp” [Fish Shellfish Immunol. 137 (2023) 108738] (Fish and Shellfish Immunology (2023) 137, (S1050464823002243), (10.1016/j.fsi.2023.108738))",Wongdontri C.,Chulalongkorn University (Thailand),0,Academic Press,2023
Biofuels an alternative to traditional fossil fuels: A comprehensive review,Cherwoo L.,University Institute of Engineering and Technology (India),38,Elsevier Ltd,2023
"Risk-stratification machine learning model using demographic factors, gynaecological symptoms and β-catenin for endometrial hyperplasia and carcinoma: a cross-sectional study",Masadah R.,Hasanuddin University (Indonesia),1,BioMed Central Ltd,2023
Effects of ZnO/trimethylsilyl cellulose nano-composite coating on anti-UV and anti-fungal properties of papers,Chokboribal J.,Phranakhon Rajabhat University (Thailand),2,Nature Research,2023
Geomorphic interpretation on the formation of strike-slip basins along the Northern Sumatran fault,Febriansyah Putra A.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2023
Recent advances on nanomaterial-modified film-electrode-based sensors: Approach to clinical purpose,Jampasa S.,Chulalongkorn University (Thailand),3,Elsevier B.V.,2023
Epidemiology of Chlamydia sp. infection in farmed Siamese crocodiles (Crocodylus siamensis) in Thailand,Tanpradit N.,Mahidol University (Thailand),1,BioMed Central Ltd,2023
Sustainable agriculture,Datta S.,"ICAR - Central Research Institute for Jute and Allied Fibres, Barrackpore (India)",3,BioMed Central Ltd,2023
Unraveling the mitochondrial phylogenetic landscape of Thailand reveals complex admixture and demographic dynamics,Jaisamut K.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2023
"Clinical Outcomes, Union Rates, and Complications of Screw Versus Button Fixation in the Bristow-Latarjet Procedure for Anterior Shoulder Instability: A Systematic Review and Meta-Analysis",Thamrongskulsiri N.,King Chulalongkorn Memorial Hospital (Thailand),1,Korean Orthopaedic Association,2023
3D-printed TCP-HA scaffolds delivering MicroRNA-302a-3p improve bone regeneration in a mouse calvarial model,Limlawan P.,Chulalongkorn University (Thailand),1,Springer Nature,2023
"Methamphetamine (MA) use and MA-induced psychosis are associated with increasing aberrations in the compensatory immunoregulatory system, interleukin-1α, and CCL5 levels",Kalayasiri R.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",3,Springer Nature,2023
Functional genome analysis and anti-Helicobacter pylori activity of a novel bacteriocinogenic Lactococcus sp. NH2-7C from Thai fermented pork (Nham),Kingkaew E.,Chulalongkorn University (Thailand); King Mongkut's Institute of Technology Ladkrabang (Thailand),2,Nature Research,2023
Treatments of Epistaxis in Hereditary Hemorrhagic Telangiectasia: Systematic Review and Network Meta-Analysis,Chitsuthipakorn W.,Rangsit University (Thailand); Rajavithi Hospital (Thailand),1,Springer,2023
Impact of acute kidney injury and renal recovery status in deceased donor to kidney transplant outcome: results from the Thai national transplant registry,Larpparisuth N.,Siriraj Hospital (Thailand),0,Nature Research,2023
House dust mite allergy in Malaysia: review of research gaps in the current scenario and the way forward,Lee Y.Z.,UCSI University (Malaysia),1,Springer Science and Business Media Deutschland GmbH,2023
Fabrication of different nanocrystal (CNC)-based coatings for the enhancement of shelf life and quality of minimally processed fruits,Singkhonrat J.,Thammasat University (Thailand),2,Springer Science and Business Media B.V.,2023
"The speed-gene study: methods, study design and preliminary results",Htet S.,"Faculty of Science, Mahidol University (Thailand)",1,BioMed Central Ltd,2023
Untargeted metabolomics reveal pathways associated with neuroprotective effect of oxyresveratrol in SH-SY5Y cells,Mahamud N.,Chulalongkorn University (Thailand),7,Nature Research,2023
Phonon-mediated superconductivity in Mg <inf>1</inf><inf>-</inf><inf>x</inf>Mo <inf>x</inf>B <inf>2</inf> compounds: a crystal prediction via cluster expansion and particle-swarm optimization,Tsuppayakorn-aek P.,Chulalongkorn University (Thailand),1,Nature Research,2023
Changes in the Oral-Health-Related Quality of Life of Thai patients with oral lichen planus after topical corticosteroid treatment: a 1-month longitudinal study,Kengtong W.,Chulalongkorn University (Thailand); Maharaj Nakhon Ratchasima Hospital (Thailand),1,BioMed Central Ltd,2023
Enhanced particle incorporation for co-electrodeposited Ni–P/diamond coatings with a pulse-stirring technique,Kothanam N.,Sakon Nakhon Rajabhat University (Thailand),4,Elsevier B.V.,2023
Mental Health of Transmasculine Adults Receiving Gender-Affirming Hormone Therapy in Thailand,Pliensak N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",4,Mary Ann Liebert Inc.,2023
Complete mitochondrial genome analyses confirm that bat Polychromophilus and ungulate Plasmodium constitute a distinct clade independent of other Plasmodium species,Poofery J.,Chulalongkorn University (Thailand),1,Nature Research,2023
A sulfonamide chalcone inhibited dengue virus with a potential target at the SAM-binding site of viral methyltransferase.,Cao V.,"University of Danang (Viet Nam); Chulalongkorn University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",2,Elsevier B.V.,2023
"Efficiency and complications in root canal retreatment using nickel titanium rotary file with continuous rotation, reciprocating, or adaptive motion in curved root canals: a laboratory investigation",Tantiwanichpun B.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2023
Impact of steatotic liver disease and non-alcoholic steatohepatitis on cognitive impairment in people living with HIV: A cross-sectional study,Han W.M.,"The Kirby Institute (Australia); The HIV Netherlands Australia Thailand Research Collaboration (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,John Wiley and Sons Inc,2023
MANet: a multi-attention network for automatic liver tumor segmentation in computed tomography (CT) imaging,Hettihewa K.,Chulalongkorn University (Thailand),6,Nature Research,2023
Revisiting the Transit Timing and Atmosphere Characterization of the Neptune-mass Planet HAT-P-26 b,A-Thano N.,National Tsing Hua University (Taiwan),6,American Astronomical Society,2023
Two novel MBTPS2 missense mutations impairing S2P proteolytic activity lead to IFAP syndrome with new phenotypic anomalies,Caengprasath N.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Elsevier Ireland Ltd,2023
Molecular and cellular characterization of four putative nucleotide transporters from the shrimp microsporidian Enterocytozoon hepatopenaei (EHP),Thepmanee O.,"Faculty of Science, Mahidol University (Thailand)",3,Nature Research,2023
Modeling vaccination strategies with limited early COVID-19 vaccine access in low- and middle-income countries: A case study of Thailand,Anupong S.,"Faculty of Science, Mahidol University (Thailand)",8,KeAi Communications Co.,2023
Internet analytics of an innovative digital educational resource of type 1 diabetes HelloType1 in local languages for people living with diabetes families and healthcare professionals in Southeast Asia,Ng S.M.,Lancashire Teaching Hospitals NHS Foundation Trust (United Kingdom); University of Liverpool (United Kingdom),0,BioMed Central Ltd,2023
Update on Central Nervous System Effects of the Intersection of HIV-1 and SARS-CoV-2,Ocampo F.F.,SEARCH (Thailand),1,Springer,2023
Identification and Management of a Novel PRDM5 Gene Pathologic Variant in a Family with Brittle Cornea Syndrome,Sklar B.A.,Wills Eye Hospital (United States),2,Lippincott Williams and Wilkins,2023
Data-driven prediction of the shear capacity of ETS-FRP-strengthened beams in the hybrid 2PKT–ML approach,Tran T.S.,IRIS Technology (South Korea),0,Nature Research,2023
Health financing policies during the COVID-19 pandemic and implications for universal health care: a case study of 15 countries,De Foo C.,Duke-NUS Medical School (Singapore); National University of Singapore (Singapore),10,Elsevier Ltd,2023
Molecular-based classification of endometrial carcinoma in Northern Thailand: impact on prognosis and potential for implementation in resource-limited settings,Dankai W.,"Faculty of Medicine, Chiang Mai University (Thailand)",0,BioMed Central Ltd,2023
A single-center cross-sectional study comparison between quality of life after penile inversion and sigmoid colon vaginoplasty in Thailand: a 20-year experience,Weerapakorn W.,Charoenkrung Pracharak Hospital (Thailand),0,Springer Science and Business Media Deutschland GmbH,2023
Preparation of cellulose fiber derived from sugarcane bagasse and polyvinyl alcohol (PVA)-based hydrogel composite by gamma irradiation as a platform for colorimetric sensor,Khiewsawai N.,Thammasat University (Thailand),4,Institute for Ionics,2023
Comparative genomics and genome-wide SNPs of endangered Eld’s deer provide breeder selection for inbreeding avoidance,Pumpitakkul V.,Chulalongkorn University (Thailand),5,Nature Research,2023
Inhibitory efficiency of Andrographis paniculata extract on viral multiplication and nitric oxide production,Siridechakorn I.,Naresuan University (Thailand),1,Nature Research,2023
"Motivational climate predicts effort and achievement in a large computer science course: examining differences across sexes, races/ethnicities, and academic majors",Jones B.D.,Virginia Polytechnic Institute and State University (United States),2,Springer Science and Business Media Deutschland GmbH,2023
Cell-free DNA as diagnostic and prognostic biomarkers for adult sepsis: a systematic review and meta-analysis,Charoensappakit A.,Chulalongkorn University (Thailand),9,Nature Research,2023
Deep transcriptome profiling reveals limited conservation of A-to-I RNA editing in Xenopus,Nguyen T.A.,"School of Chemistry, Chemical Engineering and Biotechnology (Singapore); A-Star, Genome Institute of Singapore (Singapore)",3,BioMed Central Ltd,2023
Estimating the impact of improved management of haemophilia a on clinical outcomes and healthcare utilisation and costs,Chandrasekaran R.,Institute of Child Health and Hospital for Children India (India),0,BioMed Central Ltd,2023
Integrated lateral flow immunoassays using trimethylsilyl cellulose barriers for the enhanced sensitivity of COVID-19 diagnosis,Kumsab J.,Chulalongkorn University (Thailand); Thailand National Science and Technology Development Agency (Thailand),3,Elsevier B.V.,2023
Electrochemical paper-based analytical devices for environmental analysis: Current trends and perspectives,Alahmad W.,Chulalongkorn University (Thailand),12,Elsevier B.V.,2023
Lacosamide dosing in patients receiving continuous renal replacement therapy,Chaijamorn W.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2023
Improved lipid production and component of mycosporine-like amino acids by co-overexpression of amt1 and aroB genes in Synechocystis sp. PCC6803,Eungrasamee K.,Chulalongkorn University (Thailand),1,Nature Research,2023
Longitudinal study of disease severity and external factors in cognitive failure after COVID-19 among Indonesian population,Herman B.,Hasanuddin University (Indonesia); Chulalongkorn University (Thailand),0,Nature Research,2023
Structure—yeast α-glucosidase inhibitory activity relationship of 9-O-berberrubine carboxylates,Nguyen D.V.,Chulalongkorn University (Thailand),2,Nature Research,2023
Generation of human induced pluripotent stem cell lines derived from four patients with a pathogenic ALPK3 variant associated with adult-onset hypertrophic cardiomyopathy (HCM),Cheawsamoot C.,"Chulalongkorn University (Thailand); King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Elsevier B.V.,2023
The inverse association between DNA gaps and HbA1c levels in type 2 diabetes mellitus,Thongsroy J.,Walailak University (Thailand),2,Nature Research,2023
Assessment of in vitro anti-skin aging activities of Phyllanthus indofischeri Bennet extracts for dermatological and aesthetic applications,Boonpisuttinant K.,Rajamangala University of Technology Thanyaburi (RMUTT) (Thailand),2,Nature Research,2023
Copper and chromium removal from industrial sludge by a biosurfactant-based washing agent and subsequent recovery by iron oxide nanoparticles,Subsanguan T.,Chulalongkorn University (Thailand),4,Nature Research,2023
Proteomic profile of naturally released extracellular vesicles secreted from Leptospira interrogans serovar Pomona in response to temperature and osmotic stresses,Techawiwattanaboon T.,"Chulalongkorn University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2023
The tryptophan catabolite or kynurenine pathway in autism spectrum disorder; a systematic review and meta-analysis,Almulla A.F.,"The Islamic University, Najaf (Iraq); Faculty of Medicine, Chulalongkorn University (Thailand)",5,John Wiley and Sons Inc,2023
Development of lung tissue models and their applications,Petpiroon N.,Thailand National Nanotechnology Center (Thailand),8,Elsevier Inc.,2023
Genetic diversity and phylogenetic analyses of Asian lineage Zika virus whole genome sequences derived from Culex quinquefasciatus mosquitoes and urine of patients during the 2020 epidemic in Thailand,Phumee A.,Walailak University (Thailand),1,Nature Research,2023
Knowledge and attitude toward oral health behavior of overseas students during the COVID-19 pandemic,Susanti I.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2023
"Corporate governance, financial indicators and asset impairments during the COVID-19 pandemic period",Vichitsarawong T.,Chulalongkorn Business School (Thailand),0,Elsevier Ltd,2023
"Effects of hyperoxia during oxygen nanobubble treatment on innate immunity, growth performance, gill histology, and gut microbiome in Nile tilapia, Oreochromis niloticus",Linh N.V.,Chiang Mai University (Thailand),3,Academic Press,2023
XMAP: Cross-population fine-mapping by leveraging genetic diversity and accounting for confounding bias,Cai M.,City University of Hong Kong (Hong Kong),5,Nature Research,2023
Novel intranasal phage-CaEDTA-ceftazidime/avibactam triple combination therapy demonstrates remarkable efficacy in treating Pseudomonas aeruginosa lung infection,Shein A.M.S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",5,Elsevier Masson s.r.l.,2023
The impact of rotavirus vaccination on acute diarrhea in Thai children under 5 years of age in the first year of universal implementation of rotavirus vaccines in the National Immunization Program (NIP) in Thailand: a 6-year analysis,Charoenwat B.,"Faculty of Medicine, Khon Kaen University (Thailand)",1,BioMed Central Ltd,2023
Supersaturable Solid Self-microemulsifying Delivery Systems of Astaxanthin via Spray Drying: Effects of Polymers and Solid Carriers,Aung W.T.,Chulalongkorn University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2023
"Chemical compositions, antioxidant, antimicrobial, and mosquito larvicidal activity of Ocimum americanum L. and Ocimum basilicum L. leaf essential oils",Mahendran G.,Chulalongkorn University (Thailand),5,BioMed Central Ltd,2023
Identification of bacteria associated with canine otitis externa based on 16S rDNA high-throughput sequencing,Saengchoowong S.,Chulabhorn Royal Academy (Thailand),2,Institute for Ionics,2023
Detachable-dissolvable-microneedle as a potent subunit vaccine delivery device that requires no cold-chain,Phoka T.,Chulalongkorn University (Thailand),3,Elsevier Ltd,2023
Attentive pairwise interaction network for AI-assisted clock drawing test assessment of early visuospatial deficits,Raksasat R.,"Faculty of Medicine, Chulalongkorn University (Thailand)",4,Nature Research,2023
"The effect of COVID-19 lockdown on particulate matters concentration: Case of land use regression difference modeling in Bangkok, Thailand",Sanghatawatana P.,Chulalongkorn University (Thailand),1,Elsevier B.V.,2023
Federated learning optimization: A computational blockchain process with offloading analysis to enhance security,Shitharth S.,Kebri Dehar University (Ethiopia); Leeds Beckett University (United Kingdom),16,Elsevier B.V.,2023
HPV16E1 downregulation altered the cell characteristics involved in cervical cancer development,Sasivimolrattana T.,"Chulalongkorn University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2023
Single-port three-dimensional (3D) endoscopic-assisted breast surgery—preliminary results and patient-reported satisfaction in 145 breast cancer and gynecomastia cases,Chia C.L.K.,Khoo Teck Puat Hospital (Singapore),2,BioMed Central Ltd,2023
"Seasonal variation in the abundance of microplastics in three commercial bivalves from Bandon Bay, Gulf of Thailand",Ruangpanupan N.,"Faculty of Environment and Resource Studies, Mahidol University (Thailand)",14,Elsevier Ltd,2023
The Impact of Substitutions at Positions 1 and 8 of Fluoroquinolones on the Activity Against Mutant DNA Gyrases of Salmonella Typhimurium,Suwanthada P.,Hokkaido University (Japan),3,Mary Ann Liebert Inc.,2023
Development and evaluation of a virtual reality basic life support for undergraduate students in Thailand: a project by Mae Fah Luang University (MFU BLiS VR),Shatpattananunt B.,Mae Fah Luang University (Thailand),0,BioMed Central Ltd,2023
Nucleus-forming vibriophage cocktail reduces shrimp mortality in the presence of pathogenic bacteria,Thammatinna K.,Chulalongkorn University (Thailand),4,Nature Research,2023
"Pinostrobin, a dietary bioflavonoid exerts antioxidant, anti-inflammatory, and anti-apoptotic protective effects against methotrexate-induced ovarian toxicity in rats",Zhao L.L.,Yancheng Institute of Technology (China),2,Elsevier Ltd,2023
Improved prediction of radiation-induced hypothyroidism in nasopharyngeal carcinoma using pre-treatment CT radiomics,Ritlumlert N.,"Chulalongkorn University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",4,Nature Research,2023
Regulation of dermal fibroblasts by human neutrophil peptides,Niwetbowornchai N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2023
An image classification algorithm for football players’ activities using deep neural network,Li X.,Xi'an Fanyi University (China); Beijing Sport University (China),8,Springer Science and Business Media Deutschland GmbH,2023
Perceptions of health care workers on maternal and child health services in Pakistan during COVID-19: A cross-sectional study,Ahmed J.,Arabian Gulf University (Bahrain),1,Elsevier B.V.,2023
Reproductive care in Thai women with diabetes mellitus: a descriptive cross-sectional study,Pothongsangarun K.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2023
Treatment for atrial fibrillation in hypertrophic cardiomyopathy: Welcome back ablate and pace,Nademanee K.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Elsevier B.V.,2023
Tissue transcriptome profiling and pathway analyses revealed novel potential biomarkers in the tumor progression of canine oral melanoma,Pisamai S.,Chulalongkorn University (Thailand),1,Elsevier B.V.,2023
"Impact of a combination of pimobendan, furosemide, and enalapril on heart rate variability in naturally occurring, symptomatic, myxomatous mitral valve degeneration dogs",Pirintr P.,Chiang Mai University (Thailand),2,BioMed Central Ltd,2023
Eigenvalue-based approach for buckling analysis of metre gauge railway tracks incorporating train load effects,Machan S.,Chulalongkorn University (Thailand),2,Elsevier Ltd,2023
The JUNO experiment Top Tracker,Abusleme A.,Instituto Milenio de Física Subatómica en la Frontera de Altas Energías (Chile); Pontificia Universidad Católica de Chile (Chile),5,Elsevier B.V.,2023
New evidence on the relationship between mental and physical health,Shangkhum P.,Rajamangala University of Technology Thanyaburi (RMUTT) (Thailand),5,Elsevier B.V.,2023
Zn salts incorporated polyurethane/polyacrylonitrile electrospinning fiber membrane for high porosity polymer electrolyte in Zn ion battery,Likitaporn C.,Chulalongkorn University (Thailand),2,Nature Research,2023
In vitro susceptibility to miltefosine of amphotericin B-resistant Leishmania (Mundinia) martiniquensis,Mano C.,"Faculty of Medicine, Chiang Mai University (Thailand)",1,Springer Science and Business Media Deutschland GmbH,2023
Impact of oral diseases on 12- and 15-year-old children’s quality of life: condition-specific oral health related quality of life analysis,Kaewkamnerdpong I.,Chulalongkorn University (Thailand),3,BioMed Central Ltd,2023
In-situ X-ray absorption spectroscopy study on the formation of superoxides on Cu<inf>x</inf>Sn<inf>y</inf> composite catalysts enables the direct synthesis of catechol,Pithakratanayothin S.,Chulalongkorn University (Thailand),0,Springer Science and Business Media B.V.,2023
