,word,coefficient
666,alternative,15.97784423828125
3305,chemoembolization,15.972452163696289
21072,validity,15.968673706054688
7471,fishery,15.87994384765625
13334,neutralizing,15.845710754394531
13588,notch,15.815528869628906
20578,triple,15.813583374023438
2400,bot,15.803558349609375
2144,biomass,15.72650146484375
7388,fibrosis,15.715545654296875
13062,nanospheres,15.67108154296875
18390,sketchbook,15.639619827270508
3899,community,15.573463439941406
16923,reinforced,15.49365234375
15890,prevention,15.4554443359375
14158,overproduction,15.43148136138916
6776,esophageal,15.42609977722168
18366,site,15.335784912109375
4588,crowdsourcing,15.325538635253906
8785,herbal,15.313018798828125
14567,pd,15.298530578613281
2581,buddhism,15.293022155761719
12802,multispectral,15.292680740356445
15859,presenting,15.289382934570312
14344,paper,15.281387329101562
6056,dysfunction,15.272857666015625
581,alkali,15.242204666137695
19903,textual,15.2218017578125
17961,seminal,15.219447135925293
21343,vitamin,15.20465087890625
15586,poroelastodynamic,15.196585655212402
5242,derivative,15.195098876953125
13316,neurotoxicity,15.177688598632812
21094,vanillin,15.1744384765625
8400,gray,15.170997619628906
12036,methane,15.1669921875
1402,asset,15.145301818847656
9343,ict,15.090816497802734
9778,infrastructure,15.076385498046875
21002,usability,15.047317504882812
9513,impaired,15.037422180175781
6091,earths,15.023248672485352
6843,ethylene,14.973388671875
16922,reinforce,14.968048095703125
19545,symptomatic,14.961631774902344
14715,periapical,14.948854446411133
13651,nurses,14.938911437988281
6437,emulsion,14.9384765625
10182,invasive,14.910037994384766
11420,machine,14.892333984375
728,amines,14.874750137329102
20099,tiger,14.849700927734375
4028,concentration,14.841659545898438
9284,hypofunction,14.736148834228516
3232,changes,14.73553466796875
13991,organophosphorus,14.715534210205078
19528,sym,14.71221923828125
14766,permeability,14.71109390258789
14493,passive,14.700458526611328
15653,postoperative,14.684925079345703
14806,persons,14.662155151367188
18258,sigma,14.643440246582031
10979,lethal,14.628532409667969
12981,nanoclay,14.61023235321045
16449,quantitative,14.599754333496094
18440,small,14.558265686035156
15278,plastic,14.487909317016602
17597,sales,14.454505920410156
19821,tension,14.425834655761719
11608,mangosteen,14.4202880859375
16680,real,14.409454345703125
15596,portable,14.407209396362305
8246,glycaemic,14.358509063720703
1546,augmented,14.343269348144531
5774,distributive,14.270393371582031
16830,referential,14.257827758789062
4052,condensate,14.158824920654297
7230,far,14.115581512451172
9563,improvements,14.027984619140625
10127,intralymphatic,13.994888305664062
20574,triphala,13.96551513671875
10883,leader,13.88970947265625
375,adverse,13.87158203125
19462,surveys,13.694282531738281
4720,curving,13.683204650878906
17935,selected,13.672332763671875
4439,costs,13.671051025390625
15788,preference,13.65594482421875
21262,videolaryngoscope,13.600006103515625
1834,bat,13.598234176635742
17193,retail,13.580673217773438
18171,shell,13.513580322265625
9531,implantable,13.507087707519531
2708,calciphylaxis,13.484771728515625
14636,pemfc,13.482870101928711
20235,toughening,13.419788360595703
6596,enterovirus,13.3958740234375
15589,porous,13.345451354980469
7617,focally,13.318937301635742
15267,plasma,13.294998168945312
3904,comorbidities,13.208930969238281
7315,felts,13.201089859008789
21632,wool,13.175146102905273
9998,interfacial,13.174118041992188
17366,rigid,13.165142059326172
14868,pharmacodynamics,13.156875610351562
7003,expanding,13.113353729248047
3832,colostrum,13.097900390625
5101,dehydrogenation,13.035400390625
9210,hyperalphalipoproteinemia,13.024024963378906
11835,mediaviatandem,13.015060424804688
7414,filipino,13.014656066894531
20956,upgrading,13.013908386230469
7102,extract,13.00848388671875
17012,renewable,13.006134033203125
16597,randomised,13.003814697265625
13920,optical,12.98980712890625
16991,remittances,12.9658203125
7562,flows,12.926651000976562
13574,northeast,12.905410766601562
1765,bangkok,12.8970947265625
21429,wait,12.883705139160156
8891,hip,12.780109405517578
6844,ethylenediaminetetraacetic,12.753358840942383
18962,stiffness,12.738838195800781
5036,defamatory,12.730461120605469
4055,condition,12.644287109375
19929,thalassemia,12.60040283203125
4224,contemporary,12.58624267578125
12553,monoethanolamine,12.57126235961914
14894,phayao,12.538635730743408
17480,route,12.525222778320312
18003,sensors,12.493194580078125
11791,mean,12.46027946472168
5480,differentiated,12.424308776855469
9653,indexes,12.420585632324219
17925,segments,12.406330108642578
12669,movement,12.397544860839844
19327,sunflower,12.345626831054688
14982,photobiomodulation,12.235204696655273
2594,building,12.213409423828125
2922,cardiorespiratory,12.157119750976562
9560,improve,12.12060546875
15674,potent,12.110809326171875
7368,fibers,12.095542907714844
18904,status,12.051376342773438
19407,supported,12.037353515625
8078,genotyping,11.992324829101562
18645,specialty,11.955764770507812
17108,reshaping,11.952814102172852
7605,fly,11.936843872070312
6459,encephalopathy,11.925590515136719
9416,imbalanced,11.901446342468262
7786,friendly,11.882492065429688
8963,hominis,11.856830596923828
12794,multipronged,11.856277465820312
1710,bacteriophage,11.790756225585938
16977,relying,11.774177551269531
19088,strip,11.74832534790039
16235,psoralen,11.743904113769531
20611,trouble,11.725433349609375
13576,northern,11.724395751953125
436,age,11.720069885253906
6267,electrodeposited,11.689231872558594
5356,development,11.6708984375
17246,reuse,11.609192848205566
11842,medicine,11.60711669921875
17387,risk,11.604156494140625
17939,selective,11.5604248046875
842,andaman,11.554882049560547
11010,levetiracetam,11.547836303710938
469,agitation,11.51980209350586
6250,electroactive,11.472640991210938
8382,graphite,11.434024810791016
13596,notion,11.424189567565918
9573,inactivated,11.383575439453125
12409,mixing,11.383377075195312
10367,jalili,11.376035690307617
1145,applications,11.35638427734375
5701,disparity,11.345237731933594
11904,membrane,11.340179443359375
17531,rural,11.33258056640625
933,anodization,11.282577514648438
4868,daily,11.281822204589844
7494,flat,11.279239654541016
14513,pathogenesis,11.2459716796875
13075,nanotubes,11.234466552734375
16820,reduction,11.20501708984375
5099,dehydroepiandrosterone,11.118587493896484
11988,metakaolin,11.104354858398438
18643,specialists,11.069560050964355
3187,cervical,11.06451416015625
8708,hematol,11.063549041748047
13160,necrosis,11.032958984375
13054,nanoscale,11.03176498413086
19904,textural,10.98379135131836
16940,relapses,10.950748443603516
4066,conduct,10.933403015136719
3974,complications,10.92169189453125
10185,inventories,10.92047119140625
21092,vanillate,10.856674194335938
2145,biomaterial,10.856224060058594
8974,homolog,10.841400146484375
14765,permanent,10.839481353759766
9770,informatics,10.833110809326172
803,analogue,10.780078887939453
15807,prelacrimal,10.716560363769531
10548,ketoprofen,10.66351318359375
7217,falls,10.662834167480469
13886,operational,10.612152099609375
6339,elisa,10.603363037109375
2452,brain,10.59820556640625
10052,interphase,10.585063934326172
6136,economy,10.575933456420898
3871,commercialisation,10.575931549072266
20646,tuberculosis,10.4854736328125
13422,nitrite,10.485458374023438
18986,sting,10.471092224121094
17772,scheduling,10.388603210449219
9056,htra,10.3382568359375
7020,experience,10.308258056640625
5334,determinants,10.298904418945312
5837,does,10.283462524414062
3602,climate,10.278335571289062
1743,ballistic,10.259464263916016
4907,database,10.239997863769531
12206,microscopic,10.238388061523438
5498,digester,10.221431732177734
19668,tamil,10.194236755371094
12858,mutations,10.193809509277344
14521,pathomechanism,10.163859367370605
53,absorption,10.141571044921875
5489,difficulties,10.131698608398438
11880,melanopic,10.095858573913574
2924,cardiovascular,10.04840087890625
15498,polymorphisms,10.022956848144531
13198,neonatal,10.017717361450195
15156,piglets,9.989013671875
9178,hydrostatic,9.969585418701172
3395,chlorosulfonylation,9.95279312133789
2596,built,9.948410034179688
11202,littering,9.938458442687988
12743,multicultural,9.90721321105957
16453,quark,9.888219833374023
14306,paludigena,9.879364013671875
11417,macaque,9.819038391113281
20194,tool,9.8165283203125
15142,pid,9.801179885864258
4278,control,9.7823486328125
3340,child,9.754383087158203
13473,nonblack,9.7109956741333
9140,hydrodynamic,9.703811645507812
3338,chikungunya,9.6678466796875
13338,neutropaenia,9.66220474243164
19039,strategic,9.65191650390625
7694,formic,9.648307800292969
20563,trimester,9.639373779296875
16888,regional,9.618316650390625
2496,breathing,9.578125
11295,looping,9.546661376953125
15830,preparation,9.537078857421875
20893,universities,9.38140869140625
9051,hrt,9.3494873046875
1070,antithrombotic,9.327384948730469
14985,photocaged,9.308643817901611
7397,field,9.262950897216797
10534,kernel,9.215309143066406
17389,risky,9.142196655273438
19585,synthesis,9.137939453125
20442,transshipment,9.097643852233887
13938,optoelectronic,9.081584930419922
6269,electrodes,9.076942443847656
16974,religious,9.031661987304688
12457,modernizing,9.031356811523438
16819,reductase,9.027374267578125
12412,mixture,9.023834228515625
5098,dehydration,8.959861755371094
21766,yields,8.893085479736328
1658,axis,8.888958930969238
18159,shear,8.8509521484375
5129,delphi,8.798768997192383
15584,pork,8.778932571411133
19785,telework,8.74664306640625
3554,classes,8.70758056640625
11214,living,8.706855773925781
16103,propionic,8.684432983398438
16317,pump,8.682220458984375
11,abdominal,8.671264831814346
6498,endometrial,8.66778564453125
17345,rice,8.63525390625
12035,methanation,8.5634765625
4279,controllable,8.534404754638672
10630,knowledge,8.519256591796875
15980,procurement,8.51777172088623
19490,suwattipong,8.488426208496094
2402,botda,8.47283935546875
321,admicelled,8.468353271484375
17893,sectorial,8.463231563568115
14166,overview,8.4166259765625
19442,surge,8.389455795288086
15544,polyvinyl,8.378700256347656
17011,rendering,8.272941589355469
4333,copolymerization,8.27090072631836
9530,implant,8.254409790039062
21058,vaginal,8.17437744140625
5597,direct,8.169754028320312
7964,garment,8.156261444091797
14181,oxaliplatin,8.13922119140625
8471,guidelines,8.122146606445312
20058,thrombolytic,8.120254516601562
13980,organizational,8.0877685546875
2513,bridge,8.075668334960938
103,accounting,8.043701171875
12346,mirnas,8.038482666015625
19438,surface,7.99462890625
2137,biology,7.9364166259765625
10887,leads,7.822624206542969
19416,suppression,7.813753128051758
1929,benefit,7.807647705078125
15310,plc,7.773494720458984
11797,measles,7.7211456298828125
5605,directors,7.7007598876953125
13116,national,7.674560546875
21367,vocational,7.599925994873047
20457,trapdoors,7.595008850097656
20260,toxorhynchites,7.578702926635742
13699,obstacles,7.550010681152344
3135,center,7.52301025390625
2142,biomarker,7.501251220703125
8946,holes,7.414794921875
16539,radio,7.3948974609375
2934,cargo,7.382268905639648
12383,misuse,7.3619232177734375
7954,gap,7.3569183349609375
11786,mea,7.344474792480469
7821,fuel,7.1953125
6565,enriching,7.129150390625
6977,exhibits,7.115226745605469
5762,distinct,7.102546691894531
8848,hexane,7.021240234375
8159,gimbal,6.987586975097656
12255,migration,6.9832763671875
18970,stilbene,6.969179153442383
18359,sirna,6.932868957519531
18374,situation,6.786457061767578
10375,japan,6.7707672119140625
10300,isolated,6.770660400390625
3513,cirrhosis,6.710307598114014
21386,volterra,6.706724166870117
10208,involve,6.647272109985352
21852,zr,6.645698547363281
1174,aptamer,6.6427154541015625
8490,gynecological,6.618316650390625
9717,infant,6.54132080078125
7044,exploit,6.534183502197266
9594,incidence,6.52581787109375
16913,rehabilitation,6.471538543701172
7257,fat,6.466693878173828
11505,mainstream,6.459832191467285
19220,substituent,6.457038879394531
4968,decarbonylation,6.42047119140625
11025,liability,6.391066551208496
6041,dyeing,6.382179260253906
5685,disintegration,6.31195068359375
756,amphawa,6.296100616455078
7753,framework,6.26544189453125
4787,cyclopentane,6.254848480224609
16949,relationship,6.22747802734375
12310,mini,6.091346740722656
7840,functional,6.0881195068359375
14095,outbreak,6.0712890625
17314,rhizobia,6.066005706787109
16468,quaternized,6.0533294677734375
12248,midst,5.983819961547852
15581,pore,5.981462478637695
8665,healthy,5.97479248046875
2516,brief,5.9622955322265625
4677,culture,5.953857421875
9833,injections,5.952724456787109
15873,pressure,5.79510498046875
5989,dtpa,5.7720489501953125
13570,norovirus,5.7547454833984375
2803,cannabinoids,5.720069885253906
9701,inductance,5.6641387939453125
17086,requirement,5.642004013061523
2763,campaign,5.599761962890625
4202,consumers,5.558464050292969
19648,taksin,5.5488128662109375
16896,regression,5.517448425292969
5466,diesel,5.4688873291015625
20470,traversable,5.440769195556641
4096,confirmed,5.4198455810546875
11113,lineages,5.3618316650390625
19045,stratum,5.3612518310546875
10047,interoperations,5.280435562133789
17222,retirement,5.270595550537109
1543,augemented,5.241996765136719
16910,regulatory,5.2410888671875
109,accuracy,5.2154541015625
20181,toluene,5.197235107421875
6971,exhaust,5.190114974975586
13200,neoplasia,5.175956726074219
2028,bile,5.175384521484375
9705,industrial,5.1444091796875
68,academic,5.136260986328125
116,acetaldehyde,5.1265106201171875
15629,postcontrast,5.119773864746094
6799,estimating,5.101287841796875
19445,surgery,5.081146240234375
19085,string,5.075859069824219
4706,curing,5.054714202880859
1400,assessment,5.02752685546875
18116,sewage,5.0198822021484375
18695,spherical,5.006584167480469
11946,mesocellular,4.93426513671875
17655,sanitary,4.841806411743164
921,announcements,4.825721740722656
18075,serum,4.80633544921875
1281,arrhythmia,4.784460067749023
13486,nonenzymatic,4.7407989501953125
19593,syphilis,4.711402893066406
18641,special,4.710884094238281
8605,hard,4.685249328613281
13825,olmsted,4.664886474609375
21447,warehouse,4.642467498779297
6012,dunlop,4.621007919311523
11237,local,4.61102294921875
20535,tricyclic,4.599033355712891
2286,blends,4.578094482421875
10180,invariants,4.42994499206543
5021,decreased,4.4280853271484375
17974,sendai,4.413935661315918
3255,characterizing,4.321922302246094
18897,statin,4.244159698486328
9959,intensive,4.2222747802734375
13889,operator,4.196918487548828
17412,robotics,4.150224685668945
9689,indonesian,4.136310577392578
18410,sleep,4.12969970703125
12525,monitor,4.082916259765625
3761,coinfection,4.046234130859375
1972,bert,4.0376482009887695
2514,bridges,4.0146942138671875
9911,institutions,4.006935119628906
18115,severity,4.0001068115234375
18455,smoke,3.9371490478515625
12496,moken,3.923746109008789
5620,disc,3.9160232543945312
333,admixtures,3.9113311767578125
7460,firm,3.910186767578125
3297,chemically,3.8539562225341797
15895,preweaning,3.8373641967773438
4189,construct,3.8343887329101562
2266,bladder,3.809112548828125
1138,appetite,3.778961181640625
10089,interventions,3.7765045166015625
482,agriculture,3.7678680419921875
989,antibacterial,3.71893310546875
15768,predictability,3.6805968284606934
7061,exposure,3.6729736328125
17912,seeded,3.6440505981445312
18444,smart,3.6253204345703125
5060,deficiency,3.5890731811523438
16868,refrigerator,3.4734621047973633
7669,forensic,3.4325523376464844
15789,preferences,3.4238510131835938
16552,radiology,3.4078216552734375
15088,physiologic,3.31231689453125
5775,district,3.2944602966308594
19782,telerehabilitation,3.290538787841797
7961,garden,3.2654800415039062
3913,companies,3.2361221313476562
15669,potash,3.1973648071289062
11651,map,3.162595748901367
17847,sea,3.1561126708984375
19503,sweat,3.1021575927734375
7546,floors,3.089996337890625
6896,event,3.0874710083007812
12843,music,3.013153076171875
17264,review,3.010009765625
671,altruism,2.9730300903320312
18201,short,2.955322265625
3031,catenin,2.8992385864257812
12984,nanocomposite,2.89678955078125
20850,unequal,2.8958282470703125
9941,integrative,2.8535995483398438
8639,hazards,2.8052825927734375
8839,heuristics,2.7621917724609375
5189,dentinogenesis,2.7395191192626953
13747,ocular,2.7371826171875
3560,classifying,2.737163543701172
3922,comparing,2.6872329711914062
19967,thermochromic,2.6474151611328125
18434,sludge,2.541839599609375
17119,residues,2.5410280227661133
17572,saffron,2.4869956970214844
17801,scientific,2.467510223388672
18395,skills,2.456451416015625
11308,loss,2.4451904296875
4586,crowd,2.4259185791015625
21280,vincetoxicum,2.4190826416015625
18661,spectral,2.405109405517578
12761,multilabel,2.362478256225586
11845,mediocalcaratae,2.220184326171875
1258,arm,2.2155227661132812
8638,hazardous,2.1730613708496094
20051,thresholds,2.171478271484375
17829,screening,2.1483154296875
8599,happiness,2.144134521484375
9638,incubation,2.0994014739990234
17461,rotary,1.9673500061035156
9768,informal,1.9501953125
1611,autonomic,1.90625
3826,colorimetric,1.8819427490234375
14865,pharmacies,1.8653640747070312
18902,statistical,1.80206298828125
9134,hydrocolloids,1.75830078125
2078,biocomposites,1.726175308227539
9707,industries,1.6628875732421875
21638,workflow,1.6548385620117188
16895,registry,1.637451171875
1279,arrays,1.6271772384643555
17385,riser,1.62152099609375
19513,swimming,1.5569000244140625
3853,combustion,1.551025390625
12444,modelling,1.512359619140625
1110,aplastic,1.510589599609375
18597,sources,1.4991683959960938
13202,neoplasms,1.4811019897460938
19591,synthetic,1.4558563232421875
5397,diagnosis,1.450836181640625
19292,sulfide,1.446014404296875
6537,energy,1.4404296875
2224,bipolar,1.4315338134765625
3018,catalyzed,1.4181327819824219
21822,zika,1.3809814453125
11847,medium,1.3637542724609375
6826,ethical,1.2873764038085938
8504,habitat,1.283782958984375
906,anionic,1.2758407592773438
6401,emission,1.275054931640625
3014,catalytic,1.23138427734375
929,anodes,1.22296142578125
13834,omicron,1.2138824462890625
11382,lyase,1.1353826522827148
16881,regenerative,1.1301155090332031
11810,mechanical,1.12939453125
9854,innovativeness,1.1126022338867188
20419,transparency,1.108917236328125
2997,casting,1.0996112823486328
2129,bioimaging,1.0734634399414062
9084,hungry,1.071868896484375
6238,elderly,1.07086181640625
21481,watershed,1.0446929931640625
1132,appearance,1.0389175415039062
9195,hydroxylation,1.02099609375
19177,sublethal,1.0184326171875
16762,reconstructing,1.0085067749023438
16094,properties,1.00732421875
19563,syndrome,0.99334716796875
21739,xylose,0.9692344665527344
14657,pension,0.9042434692382812
12978,nanocellulose,0.8917579650878906
19354,supergravities,0.889826774597168
11685,marketing,0.883758544921875
12079,mfca,0.8774566650390625
3684,coal,0.8678207397460938
4540,credit,0.8604278564453125
18470,snapshot,0.8530654907226562
14667,people,0.7618865966796875
7178,fact,0.7603721618652344
9753,influence,0.7127532958984375
8003,gaussian,0.7067642211914062
14912,phenotype,0.6751537322998047
19209,subsoils,0.6543283462524414
9182,hydrothermally,0.612548828125
20239,tourism,0.60528564453125
8140,giant,0.535400390625
10895,learn,0.5110626220703125
4599,crumb,0.4952993392944336
15963,procalcitonin,0.4905376434326172
1144,application,0.39483642578125
9151,hydrogeochemical,0.390380859375
14803,personalized,0.38362884521484375
5972,drug,0.3686065673828125
7981,gastroenteritis,0.3652667999267578
2047,bio,0.3485565185546875
9047,hpv,0.320709228515625
18429,slopes,0.31293201446533203
7665,forecasting,0.2880859375
9184,hydrotreating,0.2714385986328125
15654,postpartum,0.25311279296875
673,alum,0.24585294723510742
13307,neuropsychological,0.22954177856445312
4004,comprises,0.22873306274414062
18445,smartphone,0.226806640625
4081,confers,0.22371673583984375
7875,furosemide,0.21549224853515625
9539,implementing,0.20859146118164062
3956,complementary,0.18859481811523438
9202,hydroxytyrosol,0.18310546875
6689,epoxidized,0.17914962768554688
3097,cdte,0.17401504516601562
11332,lqg,0.1484222412109375
15053,phuchongensis,0.1250762939453125
8217,glow,0.11705780029296875
9257,hypersensitive,0.115234375
9246,hypernitrosylation,0.0947265625
19603,systemic,0.0753173828125
21614,wistar,0.0486297607421875
3329,chiang,0.025221824645996094
85,access,0.0245361328125
9253,hyperproliferation,0.02099609375
9336,ichneumonoidea,0.018798828125
9316,hypoxemic,0.01806640625
9325,ian,0.016357421875
9270,hypervolemia,0.015625
9275,hypoallergen,0.01318359375
9274,hypoalbuminemia,0.00927734375
9278,hypocapnia,0.00732421875
18978,stimulates,0.00594329833984375
9413,imagining,0.00335693359375
9349,idealised,0.0029296875
10237,ips,0.0028063570733110055
9375,igd,0.00262451171875
9869,inquiring,0.001780438469722867
9518,imparts,0.00176239013671875
10207,invocations,0.0016914545116719637
10119,intraerythrocytic,0.0016352463709381482
9820,initiated,0.0016000964678823948
9505,immunothrombosis,0.001522064208984375
10346,itc,0.0014392127056908066
9784,ingapn,0.0013136472553014755
10155,intrepidity,0.001234760751003705
9899,inspiratory,0.0012308621662668884
9503,immunotherapies,0.001132965087890625
9697,inducesosteogenic,0.0010612308979034424
9587,incarnatus,0.0010235309600830078
10174,inui,0.0009020745225711835
9510,impactors,0.0008344650268554688
10145,intrasubject,0.0008129158671295045
9988,interdependences,0.000812149046396371
9584,inbound,0.0008091926574707031
9989,interdependent,0.0007854660580051132
10379,jarbua,0.0007227455600968824
9801,inhibidora,0.0006408859044313431
9685,indoleamine,0.0006298869848251343
9936,integrals,0.0006199650961207226
10061,interpreters,0.000604817786552303
10351,itraconazole,0.0005468581773584447
9942,integriertem,0.0005350231513148174
9825,initiator,0.0004995102062821388
10271,isds,0.00048597850907139417
10063,interprovincial,0.0004225496222716174
10291,isoflavone,0.0003762698483456006
9474,immunoinformatic,0.000324249267578125
9756,influencer,0.0002673044800758362
9668,indicum,0.0002466738224029541
9337,ichneutinae,0.000244140625
10007,interferonopathy,0.00024051385116763413
10277,islanded,0.00018915874224489926
10457,juveniles,0.00017235150323813286
10239,ipscs,0.00015397524543914187
10440,juliflora,0.00010560780252433233
9933,integerrima,9.561447950545698e-05
10411,jobs,8.893734252524155e-05
9710,inelastic,6.745755672454834e-05
10480,kampong,6.205040938311868e-05
10497,katg,3.880033239056502e-05
10407,jirovecii,3.30982820457848e-05
10462,kaedah,2.792803334727978e-05
10564,kheow,5.110878973368926e-06
10537,kerrii,2.7236497572857843e-06
10499,kauki,1.2494117527239723e-06
10571,khomsiri,4.78556842153921e-07
10581,ki,3.3077027694616845e-07
10561,khan,2.2692231560483833e-07
10597,kinesiotaping,1.661801150021347e-07
10635,kobuvirus,8.977255561148922e-08
10625,knocking,3.0855360932946496e-08
10700,labelling,2.4114655161611154e-08
10732,lactitol,7.452364059190586e-09
10774,lanceolata,2.5447093321417924e-09
10783,lands,9.902691999741364e-10
10805,laplacians,5.305196282279212e-10
10843,lattices,3.2646596537233563e-10
10820,lasers,2.9183411243138835e-10
10909,lectin,2.944489096989855e-11
10910,lecture,2.646061147970613e-11
10845,laughs,1.6068923969214666e-11
10913,ledger,1.1681322575896047e-11
11687,marketplaces,9.890754881780595e-12
11531,malaise,9.066525308298878e-12
11658,marbling,8.412825991399586e-12
12043,methimazole,8.37019342725398e-12
11094,limelight,7.787548383930698e-12
11542,malayi,7.332801033044234e-12
10927,legislation,7.16582349014061e-12
12339,minutum,6.991740519879386e-12
13135,navigating,6.565414878423326e-12
12213,microspace,6.544098596350523e-12
12189,micropipette,6.0538241086760536e-12
11465,maeklong,5.915268275202834e-12
11948,mesona,5.8975047068088315e-12
11447,macrophagique,5.3717030823463574e-12
11337,ltr,5.030642569181509e-12
11212,lives,4.881428594671888e-12
12561,monoliths,4.774847184307873e-12
10995,leukocytoclastic,4.746425474877469e-12
12538,monoazide,4.732214620162267e-12
12423,mnazyme,4.391154106997419e-12
11498,mahidolae,4.376943252282217e-12
12236,microwell,4.348521542851813e-12
12524,moniliforme,4.320099833421409e-12
12641,motifs,4.305888978706207e-12
13332,neutralize,4.263256414560601e-12
12005,metalworking,4.1673331452329876e-12
12338,minutes,4.007461029686965e-12
11565,malodorous,3.979039320256561e-12
12375,missing,3.772981926886132e-12
11386,lycopodium,3.751665644813329e-12
11466,maelamaodiscus,3.737454790098127e-12
12492,moiety,3.694822225952521e-12
11577,maltreatment,3.652189661806915e-12
12125,microbiology,3.609557097661309e-12
13185,neoadjuvant,3.439026841078885e-12
11473,magnesite,3.410605131648481e-12
13005,nanofibrillation,3.325340003357269e-12
11340,lubricants,3.318234575999668e-12
11442,macrolides,3.211653165635653e-12
13291,neuronitrosative,3.126388037344441e-12
12111,microangiopathy,3.126388037344441e-12
12781,multiperiod,3.097966327914037e-12
12735,multicentric,3.069544618483633e-12
13193,neohyperdermium,2.9558577807620168e-12
12368,misinformation,2.7853275241795927e-12
11425,machos,2.7711166694643907e-12
11573,maltodextrins,2.6716406864579767e-12
12965,nanobodies,2.6147972675971687e-12
11106,limosilactobacillus,2.5011104298755527e-12
13545,nonvariceal,2.3874235921539366e-12
13221,nephrologist,2.3590018827235326e-12
11571,maltitol,2.3305801732931286e-12
11807,mecb,2.3305801732931286e-12
12906,myocyte,2.3163693185779266e-12
11009,levers,2.3163693185779266e-12
12290,mimosae,2.2737367544323206e-12
13617,nss,2.2737367544323206e-12
13620,nuances,2.2168933355715126e-12
13293,neurooxidative,2.2026824808563106e-12
13288,neuromyelitis,2.1600499167107046e-12
11995,metalloids,2.1032064978498966e-12
12467,modis,2.1032064978498966e-12
13718,occlusion,2.0179413695586845e-12
12659,mould,1.9895196601282805e-12
12433,mockup,1.9895196601282805e-12
12893,myeloma,1.9326762412674725e-12
13141,nct,1.9326762412674725e-12
13297,neuropeptide,1.9042545318370685e-12
11162,lipoproteins,1.8971491044794675e-12
13612,nr,1.8758328224066645e-12
11011,levilactobacillus,1.8474111129762605e-12
12546,monoculture,1.8189894035458565e-12
13887,operationally,1.7621459846850485e-12
12940,nail,1.7621459846850485e-12
11108,lindau,1.7053025658242404e-12
12219,microsporidiosis,1.6910917111090384e-12
11153,lipolytica,1.6697754290362354e-12
12969,nanocages,1.644906433284632e-12
11691,marlstones,1.5916157281026244e-12
12183,micronutrients,1.588063014423824e-12
11866,meibum,1.4992451724538114e-12
13751,oder,1.4779288903810084e-12
10967,leptospiral,1.4495071809506044e-12
11972,metabolizing,1.4495071809506044e-12
12586,monsters,1.4210854715202004e-12
12240,midden,1.3642420526593924e-12
11955,mesorectal,1.3500311979441904e-12
12226,microsuture,1.3482548411047901e-12
13685,obligatory,1.3358203432289883e-12
10981,letibotulinumtoxina,1.3216094885137863e-12
11956,mesoscale,1.3073986337985843e-12
13879,openings,1.247668635073751e-12
12727,mullerian,1.2079226507921703e-12
13399,nintedanib,1.1368683772161603e-12
13127,natures,1.1084466677857563e-12
13155,necessity,1.1084466677857563e-12
12741,multiconfiguration,1.0906830993917538e-12
13767,ofehealth,1.0800249583553523e-12
13750,oddball,1.0800249583553523e-12
14087,otaku,1.0729195309977513e-12
12002,metallurgy,1.0365042157900461e-12
14140,overeating,1.0231815394945443e-12
13389,nikkei,1.0231815394945443e-12
13669,nynrin,1.0231815394945443e-12
14110,outlooks,9.947598300641403e-13
11277,loin,9.237055564881302e-13
14008,originating,8.526512829121202e-13
13320,neurotransmitters,8.526512829121202e-13
12449,moderates,8.242295734817162e-13
13325,neurovirulence,8.242295734817162e-13
13438,noatuensis,7.958078640513122e-13
13921,optically,7.212008767965017e-13
13271,neurofeedback,7.105427357601002e-13
14014,ornithine,6.821210263296962e-13
13865,onychomycosis,6.821210263296962e-13
11357,luminaire,5.968558980384842e-13
14038,orthostatic,5.684341886080801e-13
13956,orchid,5.684341886080801e-13
12364,misguided,5.684341886080801e-13
12357,misclassification,5.684341886080801e-13
12891,myelofibrosis,5.115907697472721e-13
13361,nga,4.902744876744691e-13
13683,obligately,4.547473508864641e-13
14146,overflow,4.263256414560601e-13
13584,nosocomialis,4.121147867408581e-13
13448,noctiluca,4.085620730620576e-13
11050,lie,3.979039320256561e-13
12578,monosodium,3.979039320256561e-13
11086,likely,3.979039320256561e-13
13171,nees,3.694822225952521e-13
12588,montanisoli,3.410605131648481e-13
14312,panchagavya,3.410605131648481e-13
13802,oleate,2.7000623958883807e-13
13393,nilotinib,2.7000623958883807e-13
13911,opportunistic,2.7000623958883807e-13
13849,ong,2.5579538487363607e-13
13749,odd,2.4868995751603507e-13
12766,multileaf,2.4158453015843406e-13
12934,nademanee,2.4158453015843406e-13
14300,palmitone,2.2737367544323206e-13
14052,osmoprotectants,2.2737367544323206e-13
12683,mrd,2.2737367544323206e-13
11895,melon,2.2737367544323206e-13
13808,oleracea,2.2737367544323206e-13
11959,mesowear,2.2737367544323206e-13
12729,multianalyte,2.2737367544323206e-13
11863,megerle,2.1316282072803006e-13
12147,microdispersion,2.0250467969162855e-13
14455,parthenoxylon,1.9095836023552692e-13
14202,oxybromide,1.8474111129762605e-13
14499,pastes,1.7763568394002505e-13
14163,overtension,1.7363888105137448e-13
12806,multisubunit,1.7053025658242404e-13
13672,oa,1.7053025658242404e-13
14676,peptidomes,1.7053025658242404e-13
13187,neoantigens,1.7053025658242404e-13
14106,outlets,1.4210854715202004e-13
12328,minitube,1.4210854715202004e-13
